"cl"	"cluster_id"	"cluster_id_label"	"supertype_id"	"supertype_label"	"supertype_id_label"	"subclass_id"	"subclass_label"	"subclass_id_label"	"class_label"	"class_id"	"class_id_label"	"anatomical_annotation"	"notes"	"CCF_broad.freq"	"CCF_acronym.freq"	"v3.size"	"v2.size"	"multiome.size"	"cluster.markers"	"merfish.markers"	"F"	"M"	"sex.bias"	"Dark"	"Light"	"nt_type_label"	"nt_type_combo_label"
388	353	"0353 L5 ET CTX Glut_1"	90	"L5 ET CTX Glut_1"	"0090 L5 ET CTX Glut_1"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"ACAv5:0.22,ACAd5:0.21,PL5:0.07,RSPagl5:0.07,MOs5:0.07,VISam5:0.07,MOs2/3:0.05,ACAd2/3:0.05"	106	143	0	"Gm11730,Masp1,Grp,Kcnt2"	"Grp,Npnt,Igfbp6,Col8a1,Npsr1,Ccnd2,Vegfc"	0.38	0.62	""	0.22	0.78	"Glut"	"Glut"
398	354	"0354 L5 ET CTX Glut_1"	90	"L5 ET CTX Glut_1"	"0090 L5 ET CTX Glut_1"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"AUDp5:0.14,AUDv5:0.07,SSs5:0.06,VISp4:0.05,VISp5:0.05,AUDp4:0.05,TEa5:0.05,AUDd5:0.04,TEa4:0.03,AUDv4:0.03,VISl5:0.03,VISli4:0.03,VISli5:0.03,VISl4:0.02,MOs2/3:0.02,MOp5:0.02,VISpor5:0.02,VISpor4:0.02,AUDpo4:0.01,AUDpo5:0.01,MOs5:0.01"	67	230	0	"Erg,Mc4r,Egln3,Syt2"	"Ccn3,Igfbp2,Scn4b,Kcns3,Egln3,Slc17a7"	0.56	0.44	""	0.13	0.87	"Glut"	"Glut"
402	355	"0355 L5 ET CTX Glut_1"	90	"L5 ET CTX Glut_1"	"0090 L5 ET CTX Glut_1"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"SSp-bfd5:0.15,SSp-m5:0.14,MOp2/3:0.08,SSp-n5:0.07,SSp-m4:0.07,SSs5:0.07,SSp-ul5:0.06,SSp-ul4:0.05,SSs4:0.04,SSp-ll4:0.04,SSp-un5:0.03,MOp5:0.03"	129	465	0	"Gm11730,Chn2,Vwc2l"	"Scn4b,Kcng1,Col8a1,Tll1,Chn2,Kcng2"	0.31	0.69	""	0.05	0.95	"Glut"	"Glut"
403	356	"0356 L5 ET CTX Glut_1"	90	"L5 ET CTX Glut_1"	"0090 L5 ET CTX Glut_1"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"MOp5:0.22,MOs5:0.14,SSp-m5:0.08,MOp2/3:0.06,SSp-ul5:0.06,MOs2/3:0.05,ORBl5:0.04,RSPd5:0.04,SSp-bfd5:0.04,SSs5:0.04,SSp-ll5:0.04"	114	169	0	"Gm11730,Col23a1,Otx1,Pvalb"	"Scn4b,Kcng2,Col8a1,Met,Rorb"	0.29	0.71	""	0.14	0.86	"Glut"	"Glut"
409	357	"0357 L5 ET CTX Glut_1"	90	"L5 ET CTX Glut_1"	"0090 L5 ET CTX Glut_1"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"RSP-ACA"	NA	"Isocortex:1"	"RSPd5:0.39,RSPv5:0.22,RSPagl5:0.08,ACAv5:0.08,RSPagl2/3:0.07"	90	92	0	"Gm6260,Nrtn,Gfra1"	"Grp,Npsr1,Npnt,Medag,Pou3f1"	0.33	0.67	""	0.23	0.77	"Glut"	"Glut"
401	358	"0358 L5 ET CTX Glut_1"	90	"L5 ET CTX Glut_1"	"0090 L5 ET CTX Glut_1"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"SSp-bfd4:0.18,SSs4:0.12,SSp-m4:0.09,SSp-n4:0.08,SSs5:0.08,SSp-bfd5:0.06,SSp-ul4:0.05,SSp-m5:0.05,VISp4:0.04,SSp-un4:0.02,SSp-n5:0.02,VISp5:0.02"	131	674	0	"Erg,Gm7271,Samd3"	"Qrfpr,Rbp4,Car4,Pparg"	0.34	0.66	""	0.07	0.93	"Glut"	"Glut"
383	359	"0359 L5 ET CTX Glut_2"	91	"L5 ET CTX Glut_2"	"0091 L5 ET CTX Glut_2"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:0.97"	"TEa5:0.15,VISpor5:0.11,AUDv5:0.09,SSs5:0.07,VISpl5:0.06,AUDp5:0.05,VISl5:0.04,VISp5:0.04,RSPd5:0.04,ECT5:0.03,VISp4:0.03,VISli5:0.03,VISC5:0.03,APr:0.02,GU5:0.02,RSPagl5:0.02"	380	1330	0	"Fezf2,Lratd2,Plekha2,Mgp,Grp,Fgf10,Dpp10"	"Crym,Igfbp4,C230014O12Rik,Chrm2,Wnt7b,Stac,Fgf10"	0.4	0.6	""	0.11	0.89	"Glut"	"Glut"
384	360	"0360 L5 ET CTX Glut_2"	91	"L5 ET CTX Glut_2"	"0091 L5 ET CTX Glut_2"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:0.95"	"PL5:0.13,ACAv5:0.1,ACAd5:0.07,AId5:0.06,MOs5:0.06,SSs5:0.05,AId6a:0.04,GU5:0.04,VISC5:0.04,DP:0.04,ORBm5:0.03,MOs6a:0.03,MOp5:0.02,ILA5:0.02,FRP5:0.02,RSPagl5:0.02,TEa5:0.02,PL6a:0.01"	216	290	0	"Gm6260,Gm13974,Bcl11b,Stac"	"Crym,Egln3,Mctp2,Vwc2,Scn4b,Stac,Lypd1,Adcyap1"	0.35	0.65	""	0.15	0.85	"Glut"	"Glut"
389	361	"0361 L5 ET CTX Glut_2"	91	"L5 ET CTX Glut_2"	"0091 L5 ET CTX Glut_2"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:0.67,OLF:0.33"	"ACAv5:0.5,DP:0.29,ACAv6a:0.05"	305	1132	0	"Blnk,L3mbtl4,P2rx5,Nos1"	"Crym,Ndnf,Ramp3,Pou3f1,Nos1,Nfib"	0.49	0.51	""	0.1	0.9	"Glut"	"Glut"
390	362	"0362 L5 ET CTX Glut_2"	91	"L5 ET CTX Glut_2"	"0091 L5 ET CTX Glut_2"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:0.72,OLF:0.27"	"ACAv5:0.37,DP:0.26,RSPagl5:0.05,ACAv6a:0.05,ILA5:0.03,PL5:0.03,RSPd5:0.03,RSPd2/3:0.02"	75	343	0	"Cdc25c,Cort,Gm12840"	"Crym,Ndnf,Pdyn,Cartpt,Dlk1"	0.51	0.49	""	0.08	0.92	"Glut"	"Glut"
391	363	"0363 L5 ET CTX Glut_2"	91	"L5 ET CTX Glut_2"	"0091 L5 ET CTX Glut_2"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:0.97"	"RSPagl5:0.23,ACAv5:0.2,MOs5:0.11,ACAd5:0.1,VISam5:0.07,RSPd5:0.07,ACAd6a:0.05"	185	343	0	"Gm6260,Gm17501,Lypd1,Ndnf,Gm11549"	"Crym,Ndnf,Ramp3,Creb3l1,Scn4b,Tcerg1l"	0.46	0.54	""	0.17	0.83	"Glut"	"Glut"
393	364	"0364 L5 ET CTX Glut_2"	91	"L5 ET CTX Glut_2"	"0091 L5 ET CTX Glut_2"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"MOs5:0.18,MOp5:0.16,SSp-ul5:0.06,SSp-ll5:0.06,ACAd5:0.05,SSs5:0.05,SSp-bfd5:0.05,SSp-tr5:0.04,RSPagl5:0.03,SSp-m5:0.03,VISa5:0.03,MOs6a:0.02,RSPd5:0.02,VISam5:0.02"	390	374	0	"Gm11730,Grin2a,Serpina3n,Sv2c,Nrgn"	"Cd34,Creb3l1,Scn4b,Syt2,Vwc2,Tafa1"	0.31	0.69	""	0.19	0.81	"Glut"	"Glut"
399	365	"0365 L5 ET CTX Glut_3"	92	"L5 ET CTX Glut_3"	"0092 L5 ET CTX Glut_3"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"VISp4:0.57,VISp5:0.11,RSPagl2/3:0.09,VISp2/3:0.07"	267	1135	0	"Erg,Ptgfr,Tafa1"	"Rxfp1,Qrfpr,Npnt,Galr1,Tox"	0.21	0.79	""	0.06	0.94	"Glut"	"Glut"
400	366	"0366 L5 ET CTX Glut_3"	92	"L5 ET CTX Glut_3"	"0092 L5 ET CTX Glut_3"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"VISp4:0.31,VISp5:0.16,SSp-bfd5:0.09,SSp-bfd4:0.04,RSPv5:0.04,VISrl5:0.03,VISl4:0.02,VISl5:0.02,VISrl4:0.02,VISp2/3:0.02,VISa4:0.02,VISal5:0.02,VISpm4:0.02"	91	397	0	"Erg,Bmp5,Nrtn"	"Rxfp1,Qrfpr,Pvalb,Npnt"	0.15	0.85	""	0.05	0.95	"Glut"	"Glut"
404	367	"0367 L5 ET CTX Glut_3"	92	"L5 ET CTX Glut_3"	"0092 L5 ET CTX Glut_3"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"VISp4:0.41,VISp5:0.26,RSPagl2/3:0.06,RSPd5:0.04,VISpm4:0.04,VISl4:0.03"	160	1061	0	"Erg,Grp,Baz1a,Cdh13"	"Qrfpr,Igfbp4,Stac,Grp,Fgf10,Syt17"	0.22	0.78	""	0.04	0.96	"Glut"	"Glut"
405	368	"0368 L5 ET CTX Glut_3"	92	"L5 ET CTX Glut_3"	"0092 L5 ET CTX Glut_3"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"VISp5:0.37,VISp4:0.35,RSPd5:0.04,VISl5:0.03,RSPd2/3:0.03"	176	841	0	"Erg,Bmp5,Cdh10,Lama4"	"Cd34,Igfbp2,Scn4b,Tox,Dach1"	0.23	0.77	""	0.04	0.96	"Glut"	"Glut"
406	369	"0369 L5 ET CTX Glut_3"	92	"L5 ET CTX Glut_3"	"0092 L5 ET CTX Glut_3"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"VISp5:0.54,VISp4:0.26"	402	1738	0	"Erg,Gm49678,Krt80,Qrfpr"	"Cd34,Igfbp2,Sema3e,Tafa1,Chn2,Adra1b"	0.25	0.75	""	0.05	0.95	"Glut"	"Glut"
377	370	"0370 L5 ET CTX Glut_4"	93	"L5 ET CTX Glut_4"	"0093 L5 ET CTX Glut_4"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"TEa4:0.22,TEa5:0.18,ECT2/3:0.11,ECT5:0.1,VISpor4:0.07,VISpor5:0.04,VISpor2/3:0.04,AUDv4:0.03,AUDv5:0.03"	32	263	0	"Spc25,Cdhr1,Gm47033"	"Chrnb3,Egflam,Gpr88"	0.38	0.62	""	0.05	0.95	"Glut"	"Glut"
394	371	"0371 L5 ET CTX Glut_4"	93	"L5 ET CTX Glut_4"	"0093 L5 ET CTX Glut_4"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"VISp4:0.64,VISp2/3:0.12,RSPd2/3:0.05"	178	1123	0	"Erg,2310002F09Rik,Trbc2,Tafa1"	"Chrnb3,Cd34,Reln,Col24a1,Grp"	0.17	0.83	""	0.04	0.96	"Glut"	"Glut"
395	372	"0372 L5 ET CTX Glut_4"	93	"L5 ET CTX Glut_4"	"0093 L5 ET CTX Glut_4"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"VISp4:0.39,VISp5:0.1,VISrl4:0.08,VISl4:0.06,MOs2/3:0.04,VISal4:0.04,SSp-bfd4:0.03,SSp-bfd5:0.03,VISa5:0.03,VISpm4:0.03"	33	186	0	"Erg,Sostdc1"	"Chrnb3,Rxfp1,Ccdc3,Grm1"	0.23	0.77	""	0.01	0.99	"Glut"	"Glut"
396	373	"0373 L5 ET CTX Glut_4"	93	"L5 ET CTX Glut_4"	"0093 L5 ET CTX Glut_4"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"VISp4:0.44,VISp5:0.17,VISp2/3:0.07,RSPd2/3:0.03,SSp-bfd5:0.03,RSPagl2/3:0.03,VISl4:0.03,RSPd5:0.02"	34	251	0	"Vsig2,Cartpt,Syt17"	"Chrnb3,Egflam,Rprm,Car4"	0.16	0.84	""	0.02	0.98	"Glut"	"Glut"
397	374	"0374 L5 ET CTX Glut_4"	93	"L5 ET CTX Glut_4"	"0093 L5 ET CTX Glut_4"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"TEa4:0.1,AUDp4:0.08,AUDv5:0.05,SSp-bfd4:0.05,TEa5:0.05,VISl4:0.05,VISp4:0.05,VISli4:0.05,SSs5:0.04,AUDp5:0.04,VISpor4:0.04,AUDv4:0.03,SSs4:0.03,AUDpo4:0.03,SSp-ul5:0.02,SSp-m4:0.02,SSp-bfd5:0.02,AUDd4:0.02,AUDd5:0.02,SSp-m5:0.02,SSp-n4:0.01"	59	267	0	"Spc25,Chrna6,Cd24a"	"Chrnb3,Egflam,Tmem215,Cd24a,Reln"	0.43	0.57	""	0.1	0.9	"Glut"	"Glut"
379	375	"0375 L5 ET CTX Glut_5"	94	"L5 ET CTX Glut_5"	"0094 L5 ET CTX Glut_5"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"TEa5:0.25,ECT5:0.15,TEa4:0.1,VISpor5:0.06,AUDv5:0.06,ECT2/3:0.05,VISC5:0.05,AIp5:0.04,VISpor4:0.03,AUDv4:0.02"	199	1340	0	"Gm30094,Stk17b,Tafa2,Gipc2,Ptpre,Sox5os4"	"Ccdc3,Grp,Pou3f1,Egln3,Tshz2,Slc30a3"	0.29	0.71	""	0.06	0.94	"Glut"	"Glut"
380	376	"0376 L5 ET CTX Glut_5"	94	"L5 ET CTX Glut_5"	"0094 L5 ET CTX Glut_5"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:0.98"	"ILA5:0.4,ORBm5:0.18,ACAv5:0.15,PL5:0.09"	152	776	0	"Gm42707,Hpgd,Ednra,Stard8"	"Ccdc3,Grp,Igfbp4,Vwc2,Nos1,Hpgd"	0.35	0.65	""	0.08	0.92	"Glut"	"Glut"
382	377	"0377 L5 ET CTX Glut_5"	94	"L5 ET CTX Glut_5"	"0094 L5 ET CTX Glut_5"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:0.99"	"AId5:0.29,AIv5:0.23,ORBm5:0.11,GU5:0.08,AIp5:0.05,ILA5:0.03,ORBvl5:0.03"	214	365	0	"Gm6260,Ndnf,Pcp4,Hpgd"	"Grp,Egln3,Pou3f1,Ndnf,Gda,Cbln2"	0.38	0.62	""	0.16	0.84	"Glut"	"Glut"
385	378	"0378 L5 ET CTX Glut_5"	94	"L5 ET CTX Glut_5"	"0094 L5 ET CTX Glut_5"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:1"	"ACAv5:0.82"	174	675	0	"Gm6260,Arhgap28,Tafa1,Diaph3"	"Arhgap28,Crym,Igfbp4,Hpgd"	0.43	0.57	""	0.11	0.89	"Glut"	"Glut"
392	379	"0379 L5 ET CTX Glut_6"	95	"L5 ET CTX Glut_6"	"0095 L5 ET CTX Glut_6"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"Isocortex:0.97"	"RSPd5:0.23,RSPagl5:0.22,RSPv2/3:0.14,RSPv5:0.1,RSPd2/3:0.05,RSPagl2/3:0.05,VISpl5:0.05"	148	289	0	"Gm6260,Arhgap28,Gm19410,Qrfpr"	"Arhgap28,Crym,Qrfpr,Met"	0.3	0.7	""	0.19	0.81	"Glut"	"Glut"
407	380	"0380 L5 ET CTX Glut_6"	95	"L5 ET CTX Glut_6"	"0095 L5 ET CTX Glut_6"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"RSPagl-VISpl"	NA	"Isocortex:0.6,RHP:0.4"	"APr:0.26,VISpl5:0.16,RSPd6a:0.13,RSPagl6a:0.12,POST:0.11,RSPd5:0.06"	42	82	0	"C7,9630002D21Rik,C1ql2"	"Grp,Qrfpr,Rxfp1,Rprm,Stac"	0.6	0.4	""	0.07	0.93	"Glut"	"Glut"
410	381	"0381 L5 ET CTX Glut_6"	95	"L5 ET CTX Glut_6"	"0095 L5 ET CTX Glut_6"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"RSP-ACA"	NA	"Isocortex:0.97"	"RSPv5:0.59,RSPd5:0.25"	584	779	0	"Gm6260,C1ql2,Gm15270"	"Crym,Kcns3,Pdyn,Ntng1,Medag"	0.25	0.75	""	0.2	0.8	"Glut"	"Glut"
411	382	"0382 L5 ET CTX Glut_6"	95	"L5 ET CTX Glut_6"	"0095 L5 ET CTX Glut_6"	22	"L5 ET CTX Glut"	"022 L5 ET CTX Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"RSP po"	NA	"Isocortex:0.96"	"RSPv5:0.55,RSPd5:0.17,RSPv2/3:0.09"	60	203	0	"Gm6260,C1ql2,Gm41414,Grp"	"Qrfpr,Met,Grp,Pde11a,Rxfp1"	0.27	0.73	""	0.14	0.86	"Glut"	"Glut"
337	383	"0383 SUB-ProS Glut_1"	96	"SUB-ProS Glut_1"	"0096 SUB-ProS Glut_1"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:1"	"SUB:0.78,ProS:0.15"	153	461	0	"Fn1,Rab38,Ndnf,Sema3d,2310002F09Rik"	"Grp,Nts,Npsr1,Col23a1,Whrn"	0.43	0.57	""	0.1	0.9	"Glut"	"Glut"
338	384	"0384 SUB-ProS Glut_1"	96	"SUB-ProS Glut_1"	"0096 SUB-ProS Glut_1"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:0.99"	"SUB:0.85"	347	757	0	"Fn1,Nts,9330185C12Rik,Gm30382,Gm14507"	"Rxfp1,Gpr101,Crym,Mctp2,Scn4b,Syt17,Slit2"	0.39	0.61	""	0.07	0.93	"Glut"	"Glut"
340	385	"0385 SUB-ProS Glut_1"	96	"SUB-ProS Glut_1"	"0096 SUB-ProS Glut_1"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:0.98"	"SUB:0.67,PRE:0.24"	155	349	0	"Lipm,Gm30094"	"Grp,Nts,Cyp26b1,Npsr1"	0.34	0.66	""	0.08	0.92	"Glut"	"Glut"
341	386	"0386 SUB-ProS Glut_1"	96	"SUB-ProS Glut_1"	"0096 SUB-ProS Glut_1"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:0.95"	"SUB:0.71,ProS:0.23"	332	268	0	"Fn1,Gm11730,Etv1"	"Cyp26b1,Nts,Gpr101,Ptger3,Glra3"	0.38	0.62	""	0.16	0.84	"Glut"	"Glut"
372	387	"0387 SUB-ProS Glut_1"	96	"SUB-ProS Glut_1"	"0096 SUB-ProS Glut_1"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:1"	"SUB:0.56,ProS:0.43"	225	443	0	"Fn1,Dio3,Hpse2,Tenm2"	"Dio3,Nts,Mctp2,Chst9"	0.54	0.46	""	0.14	0.86	"Glut"	"Glut"
333	388	"0388 SUB-ProS Glut_2"	97	"SUB-ProS Glut_2"	"0097 SUB-ProS Glut_2"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"HIP:0.63,NA:0.18"	"CA1so:0.5,ProS:0.11,CA1sp:0.08,alv:0.06,ec:0.06"	118	140	0	"Teddm3,Gm26644"	"Dcn,Nts,Sla,Fibcd1,Tafa1"	0.44	0.56	""	0.19	0.81	"Glut"	"Glut"
335	389	"0389 SUB-ProS Glut_2"	97	"SUB-ProS Glut_2"	"0097 SUB-ProS Glut_2"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"HIP:0.36,CTXsp:0.29,NA:0.15,OLF:0.12"	"CA1so:0.31,PA:0.21,TR:0.12,alv:0.07,ec:0.06,ProS:0.05"	114	217	0	"Gm34045,Fn1,Npbwr1,Dcn"	"Dcn,Npbwr1,Dchs2,Dlk1,Ndst4"	0.58	0.42	""	0.13	0.87	"Glut"	"Glut"
336	390	"0390 SUB-ProS Glut_2"	97	"SUB-ProS Glut_2"	"0097 SUB-ProS Glut_2"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"HIP:0.49,RHP:0.43"	"CA1so:0.42,ProS:0.35,HATA:0.07"	210	528	0	"Gm34045,Ndst4,Qrfprl,Podn"	"Dcn,Sla,Kctd8,Lypd1,Sntg2"	0.64	0.36	""	0.05	0.95	"Glut"	"Glut"
365	391	"0391 SUB-ProS Glut_2"	97	"SUB-ProS Glut_2"	"0097 SUB-ProS Glut_2"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"HATA"	NA	"CTXsp:0.38,HIP:0.3,RHP:0.15"	"PA:0.38,CA1so:0.29,COApm:0.14"	195	206	0	"Dcn,Qrfprl,Gpr101,Tenm2"	"Dcn,Pou3f1,Reln,Lpl,Lhx9,Marcksl1"	0.81	0.19	""	0.18	0.82	"Glut"	"Glut"
373	392	"0392 SUB-ProS Glut_2"	97	"SUB-ProS Glut_2"	"0097 SUB-ProS Glut_2"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:0.88"	"ProS:0.78,CA1so:0.06"	80	305	0	"Krt73,Dsc3"	"Sla,Pde11a,Kcnab3,Syt10,Ccn3"	0.68	0.32	""	0.04	0.96	"Glut"	"Glut"
374	393	"0393 SUB-ProS Glut_2"	97	"SUB-ProS Glut_2"	"0097 SUB-ProS Glut_2"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:0.92"	"ProS:0.84"	32	106	0	"Teddm3,Krt73,Scn4b"	"Ccn3,Drd5,Sla,Dlk1,Scn4b,Pde11a"	0.46	0.54	""	0.03	0.97	"Glut"	"Glut"
334	394	"0394 SUB-ProS Glut_3"	98	"SUB-ProS Glut_3"	"0098 SUB-ProS Glut_3"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:0.55,HIP:0.3"	"ProS:0.37,CA1so:0.25,SUB:0.16,fp:0.09"	145	322	0	"Gm6260,Scn5a,Sebox,Kit"	"Ccn3,Drd5,Scn5a,Pou3f1,Kit,Sntg2"	0.38	0.62	""	0.04	0.96	"Glut"	"Glut"
339	395	"0395 SUB-ProS Glut_3"	98	"SUB-ProS Glut_3"	"0098 SUB-ProS Glut_3"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:0.65,HIP:0.23"	"ProS:0.36,SUB:0.28,fp:0.11,CA1sr:0.11"	78	128	0	"Gm6260,Scn5a,Sebox,Gm33651"	"Rxfp1,Nts,Scn4b,Scn5a,Lamp5,Mkx"	0.52	0.48	""	0.08	0.92	"Glut"	"Glut"
371	396	"0396 SUB-ProS Glut_3"	98	"SUB-ProS Glut_3"	"0098 SUB-ProS Glut_3"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:1"	"SUB:0.5,ProS:0.49"	62	211	0	"Gm42707,Rab38,Gm34045,Gm49906,Dcn"	"Dcn,Nts,Adcyap1,Pde11a"	0.68	0.32	""	0.07	0.93	"Glut"	"Glut"
375	397	"0397 SUB-ProS Glut_3"	98	"SUB-ProS Glut_3"	"0098 SUB-ProS Glut_3"	23	"SUB-ProS Glut"	"023 SUB-ProS Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	NA	NA	"RHP:1"	"SUB:0.57,ProS:0.43"	33	124	0	"Gm48007"	"A830036E02Rik,Gpr101,Tgfbr2,Stac"	0.64	0.36	""	0.04	0.96	"Glut"	"Glut"
326	398	"0398 L5 PPP Glut_1"	99	"L5 PPP Glut_1"	"0099 L5 PPP Glut_1"	24	"L5 PPP Glut"	"024 L5 PPP Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"PPP"	NA	"RHP:0.93"	"POST:0.54,PRE:0.21,SUB:0.12"	215	1213	0	"Lipm,Npsr1,Thsd7b"	"Rxfp1,Npsr1,Nts,Slc30a3"	0.42	0.58	""	0.05	0.95	"Glut"	"Glut"
433	399	"0399 CA2-FC-IG Glut_1"	100	"CA2-FC-IG Glut_1"	"0100 CA2-FC-IG Glut_1"	25	"CA2-FC-IG Glut"	"025 CA2-FC-IG Glut"	"IT-ET Glut"	1	"01 IT-ET Glut"	"CA2"	NA	"HIP:0.95"	"CA1so:0.39,CA1sp:0.18,CA3so:0.1,CA1sr:0.07,CA3sp:0.06,CA2sp:0.06"	139	4	0	"Lefty1,Tmem215,Fgf16"	"Frzb,Vit,Nptx2,Igfbp4"	0.57	0.43	""	0.7	0.3	"Glut"	"Glut"
