ens,symbol,allenGenes
ENSMUSG00000095646,Trav10n,Trav10n
ENSMUSG00000076802,Trav6n-6,Trav6n-6
ENSMUSG00000106259,Trav11n,Trav11n
ENSMUSG00000105629,Trav7n-5,Trav7n-5
ENSMUSG00000096055,Trav12n-1,Trav12n-1
ENSMUSG00000104629,Trav13n-1,Trav13n-1
ENSMUSG00000096827,Trav14n-1,Trav14n-1
ENSMUSG00000094413,Trav15n-1,Trav15n-1
ENSMUSG00000105070,Trav3n-2,Trav3n-2
ENSMUSG00000093813,Trav9n-2,Trav9n-2
ENSMUSG00000095572,Trav4n-3,Trav4n-3
ENSMUSG00000105956,Trav5n-2,Trav5n-2
ENSMUSG00000096531,Trav12n-2,Trav12n-2
ENSMUSG00000096541,Trav9n-3,Trav9n-3
ENSMUSG00000105467,Trav5n-3,Trav5n-3
ENSMUSG00000093915,Trav12n-3,Trav12n-3
ENSMUSG00000094779,Trav13n-2,Trav13n-2
ENSMUSG00000093801,Trav14n-2,Trav14n-2
ENSMUSG00000104915,Trav15n-2,Trav15n-2
ENSMUSG00000094877,Trav3n-3,Trav3n-3
ENSMUSG00000094231,Trav9n-4,Trav9n-4
ENSMUSG00000093969,Trav4n-4,Trav4n-4
ENSMUSG00000096168,Trav5n-4,Trav5n-4
ENSMUSG00000095370,Trav6n-7,Trav6n-7
ENSMUSG00000105080,Trav7n-6,Trav7n-6
ENSMUSG00000105418,Gm43650,Gm43650
ENSMUSG00000096038,Trav13n-3,Trav13n-3
ENSMUSG00000076821,Trav8n-2,Trav8n-2
ENSMUSG00000076822,Trav16n,Trav16n
ENSMUSG00000076823,Trav13n-4,Trav13n-4
ENSMUSG00000076824,Trav14n-3,Trav14n-3
ENSMUSG00000105548,Trav15n-3,Trav15n-3
ENSMUSG00000096417,Trav7-2,Trav7-2
ENSMUSG00000076826,Trav4-2,Trav4-2
ENSMUSG00000094220,Trav6-3,Trav6-3
ENSMUSG00000096908,Trav7-3,Trav7-3
ENSMUSG00000094468,Trav6-4,Trav6-4
ENSMUSG00000094766,Trav7-4,Trav7-4
ENSMUSG00000076831,Trav8-1,Trav8-1
ENSMUSG00000096900,Trav9-1,Trav9-1
ENSMUSG00000096149,Trav6-5,Trav6-5
ENSMUSG00000096551,Trav10,Trav10
ENSMUSG00000095862,Trav6-6,Trav6-6
ENSMUSG00000096615,Trav11,Trav11
ENSMUSG00000106620,Trav7-5,Trav7-5
ENSMUSG00000096825,Trav12-1,Trav12-1
ENSMUSG00000076839,Trav13-1,Trav13-1
ENSMUSG00000076840,Trav14-1,Trav14-1
ENSMUSG00000094016,Trav15-1-dv6-1,Trav15-1-dv6-1
ENSMUSG00000104738,Trav3-2,Trav3-2
ENSMUSG00000094966,Trav9-2,Trav9-2
ENSMUSG00000093966,Trav4-3,Trav4-3
ENSMUSG00000104815,Trav5-2,Trav5-2
ENSMUSG00000096656,Trav12-2,Trav12-2
ENSMUSG00000095958,Trav12-3,Trav12-3
ENSMUSG00000076846,Trav13-2,Trav13-2
ENSMUSG00000095711,Trav14-2,Trav14-2
ENSMUSG00000076848,Trav15-2-dv6-2,Trav15-2-dv6-2
ENSMUSG00000094828,Trav3-3,Trav3-3
ENSMUSG00000096678,Trav9-4,Trav9-4
ENSMUSG00000096096,Trav4-4-dv10,Trav4-4-dv10
ENSMUSG00000095607,Trav5-4,Trav5-4
ENSMUSG00000095126,Trav6-7-dv9,Trav6-7-dv9
ENSMUSG00000096138,Trav7-6,Trav7-6
ENSMUSG00000082663,Trav13-3,Trav13-3
ENSMUSG00000085302,Trav8-2,Trav8-2
ENSMUSG00000076855,Trav16,Trav16
ENSMUSG00000094562,Trav13-4-dv7,Trav13-4-dv7
ENSMUSG00000094212,Trav14-3,Trav14-3
ENSMUSG00000105090,Trav15-3,Trav15-3
ENSMUSG00000076858,Trav3-4,Trav3-4
ENSMUSG00000105380,Trav12-4,Trav12-4
ENSMUSG00000087666,B230359F08Rik,B230359F08Rik
ENSMUSG00000096397,Trav17,Trav17
ENSMUSG00000076861,Trav18,Trav18
ENSMUSG00000076862,Trav19,Trav19
ENSMUSG00000086858,Trav20,Trav20
ENSMUSG00000076863,Trav21-dv12,Trav21-dv12
ENSMUSG00000076864,Trdv1,Trdv1
ENSMUSG00000105963,Gm43647,Gm43647
ENSMUSG00000104650,Trav22,Trav22
ENSMUSG00000076865,Trdv2-1,Trdv2-1
ENSMUSG00000076866,Trdv2-2,Trdv2-2
ENSMUSG00000106289,Trav23,Trav23
ENSMUSG00000105823,Trdv3,Trdv3
ENSMUSG00000104658,Gm30275,Gm30275
ENSMUSG00000076867,Trdv4,Trdv4
ENSMUSG00000096749,Trdd1,Trdd1
ENSMUSG00000096176,Trdd2,Trdd2
ENSMUSG00000076870,Trdj1,Trdj1
ENSMUSG00000106112,Gm43434,Gm43434
ENSMUSG00000076871,Trdj2,Trdj2
ENSMUSG00000104876,Trdc,Trdc
ENSMUSG00000076873,Trdv5,Trdv5
ENSMUSG00000090574,Traj61,Traj61
ENSMUSG00000090782,Traj60,Traj60
ENSMUSG00000076874,Traj59,Traj59
ENSMUSG00000076875,Traj58,Traj58
ENSMUSG00000076876,Traj57,Traj57
ENSMUSG00000076877,Traj56,Traj56
ENSMUSG00000091005,Traj55,Traj55
ENSMUSG00000091326,Traj54,Traj54
ENSMUSG00000076878,Traj53,Traj53
ENSMUSG00000076879,Traj52,Traj52
ENSMUSG00000076880,Traj51,Traj51
ENSMUSG00000076881,Traj50,Traj50
ENSMUSG00000076882,Traj49,Traj49
ENSMUSG00000076883,Traj48,Traj48
ENSMUSG00000105216,Traj47,Traj47
ENSMUSG00000076884,Traj46,Traj46
ENSMUSG00000076885,Traj45,Traj45
ENSMUSG00000076886,Traj44,Traj44
ENSMUSG00000076887,Traj43,Traj43
ENSMUSG00000076888,Traj42,Traj42
ENSMUSG00000076889,Traj41,Traj41
ENSMUSG00000076890,Traj40,Traj40
ENSMUSG00000076891,Traj39,Traj39
ENSMUSG00000076892,Traj38,Traj38
ENSMUSG00000076893,Traj37,Traj37
ENSMUSG00000090494,Traj36,Traj36
ENSMUSG00000076894,Traj35,Traj35
ENSMUSG00000076895,Traj34,Traj34
ENSMUSG00000076896,Traj33,Traj33
ENSMUSG00000076897,Traj32,Traj32
ENSMUSG00000076898,Traj31,Traj31
ENSMUSG00000076899,Traj30,Traj30
ENSMUSG00000076900,Traj29,Traj29
ENSMUSG00000076901,Traj28,Traj28
ENSMUSG00000076902,Traj27,Traj27
ENSMUSG00000076903,Traj26,Traj26
ENSMUSG00000076904,Traj25,Traj25
ENSMUSG00000076905,Traj24,Traj24
ENSMUSG00000076906,Traj23,Traj23
ENSMUSG00000076907,Traj22,Traj22
ENSMUSG00000076908,Traj21,Traj21
ENSMUSG00000076909,Traj20,Traj20
ENSMUSG00000076910,Traj19,Traj19
ENSMUSG00000076911,Traj18,Traj18
ENSMUSG00000076912,Traj17,Traj17
ENSMUSG00000076913,Traj16,Traj16
ENSMUSG00000076914,Traj15,Traj15
ENSMUSG00000076915,Traj14,Traj14
ENSMUSG00000076916,Traj13,Traj13
ENSMUSG00000076917,Traj12,Traj12
ENSMUSG00000076918,Traj11,Traj11
ENSMUSG00000076919,Traj9,Traj9
ENSMUSG00000076920,Traj8,Traj8
ENSMUSG00000076921,Traj7,Traj7
ENSMUSG00000076922,Traj6,Traj6
ENSMUSG00000076923,Traj5,Traj5
ENSMUSG00000076924,Traj4,Traj4
ENSMUSG00000076925,Traj3,Traj3
ENSMUSG00000076926,Traj2,Traj2
ENSMUSG00000076927,Traj1,Traj1
ENSMUSG00000076928,Trac,Trac
ENSMUSG00000022174,Dad1,Dad1
ENSMUSG00000040997,Abhd4,Abhd4
ENSMUSG00000048153,Olfr49,Olfr49
ENSMUSG00000105703,Gm43305,Gm43305
ENSMUSG00000105501,5330426L24Rik,5330426L24Rik
ENSMUSG00000000959,Oxa1l,Oxa1l
ENSMUSG00000000958,Slc7a7,Slc7a7
ENSMUSG00000010406,Mrpl52,Mrpl52
ENSMUSG00000000957,Mmp14,Mmp14
ENSMUSG00000115767,Gm10366,Gm10366
ENSMUSG00000022175,Lrp10,Lrp10
ENSMUSG00000022176,Rem2,Rem2
ENSMUSG00000023110,Prmt5,Prmt5
ENSMUSG00000022177,Haus4,Haus4
ENSMUSG00000022178,Ajuba,Ajuba
ENSMUSG00000022179,4931414P19Rik,4931414P19Rik
ENSMUSG00000022193,Psmb5,Psmb5
ENSMUSG00000072423,Psmb11,Psmb11
ENSMUSG00000059674,Cdh24,Cdh24
ENSMUSG00000091306,Gm17606,Gm17606
ENSMUSG00000022185,Acin1,Acin1
ENSMUSG00000040840,4930579G18Rik,4930579G18Rik
ENSMUSG00000040822,1700123O20Rik,1700123O20Rik
ENSMUSG00000114865,Gm29776,Gm29776
ENSMUSG00000052435,Cebpe,Cebpe
ENSMUSG00000022180,Slc7a8,Slc7a8
ENSMUSG00000112858,Rnf212b,Rnf212b
ENSMUSG00000057156,Homez,Homez
ENSMUSG00000072494,Ppp1r3e,Ppp1r3e
ENSMUSG00000089682,Bcl2l2,Bcl2l2
ENSMUSG00000022194,Pabpn1,Pabpn1
ENSMUSG00000022199,Slc22a17,Slc22a17
ENSMUSG00000022203,Efs,Efs
ENSMUSG00000040770,Il25,Il25
ENSMUSG00000040759,Cmtm5,Cmtm5
ENSMUSG00000115234,Gm49130,Gm49130
ENSMUSG00000040752,Myh6,Myh6
ENSMUSG00000097652,Mhrt,Mhrt
ENSMUSG00000053093,Myh7,Myh7
ENSMUSG00000101680,Gm29015,Gm29015
ENSMUSG00000090889,Gm17428,Gm17428
ENSMUSG00000115610,Gm31251,Gm31251
ENSMUSG00000022204,Ngdn,Ngdn
ENSMUSG00000093452,Zfhx2os,Zfhx2os
ENSMUSG00000040721,Zfhx2,Zfhx2
ENSMUSG00000045691,Thtpa,Thtpa
ENSMUSG00000040701,Ap1g2,Ap1g2
ENSMUSG00000022208,Jph4,Jph4
ENSMUSG00000022209,Dhrs2,Dhrs2
ENSMUSG00000114987,Gm49022,Gm49022
ENSMUSG00000022210,Dhrs4,Dhrs4
ENSMUSG00000022211,Carmil3,Carmil3
ENSMUSG00000022212,Cpne6,Cpne6
ENSMUSG00000040632,Nrl,Nrl
ENSMUSG00000115778,Gm10876,Gm10876
ENSMUSG00000040618,Pck2,Pck2
ENSMUSG00000053588,A730061H03Rik,A730061H03Rik
ENSMUSG00000022214,Dcaf11,Dcaf11
ENSMUSG00000086341,Gm15932,Gm15932
ENSMUSG00000022215,Fitm1,Fitm1
ENSMUSG00000022216,Psme1,Psme1
ENSMUSG00000022217,Emc9,Emc9
ENSMUSG00000079197,Psme2,Psme2
ENSMUSG00000047098,Rnf31,Rnf31
ENSMUSG00000002325,Irf9,Irf9
ENSMUSG00000002324,Rec8,Rec8
ENSMUSG00000002319,Ipo4,Ipo4
ENSMUSG00000002320,Tm9sf1,Tm9sf1
ENSMUSG00000115222,Gm49747,Gm49747
ENSMUSG00000007591,Tssk4,Tssk4
ENSMUSG00000002329,Mdp1,Mdp1
ENSMUSG00000010376,Nedd8,Nedd8
ENSMUSG00000002326,Gmpr2,Gmpr2
ENSMUSG00000007589,Tinf2,Tinf2
ENSMUSG00000115154,Gm49067,Gm49067
ENSMUSG00000022218,Tgm1,Tgm1
ENSMUSG00000040472,Rabggta,Rabggta
ENSMUSG00000002332,Dhrs1,Dhrs1
ENSMUSG00000019297,Nop9,Nop9
ENSMUSG00000022219,Cideb,Cideb
ENSMUSG00000040432,Ltb4r2,Ltb4r2
ENSMUSG00000046908,Ltb4r1,Ltb4r1
ENSMUSG00000022220,Adcy4,Adcy4
ENSMUSG00000022221,Ripk3,Ripk3
ENSMUSG00000023411,Nfatc4,Nfatc4
ENSMUSG00000075592,Nynrin,Nynrin
ENSMUSG00000040380,Cbln3,Cbln3
ENSMUSG00000047153,Khnyn,Khnyn
ENSMUSG00000022223,Sdr39u1,Sdr39u1
ENSMUSG00000114978,Gm48925,Gm48925
ENSMUSG00000022225,Cma1,Cma1
ENSMUSG00000068289,Cma2,Cma2
ENSMUSG00000022227,Mcpt1,Mcpt1
ENSMUSG00000071361,Mcpt9,Mcpt9
ENSMUSG00000022226,Mcpt2,Mcpt2
ENSMUSG00000061068,Mcpt4,Mcpt4
ENSMUSG00000022157,Mcpt8,Mcpt8
ENSMUSG00000040314,Ctsg,Ctsg
ENSMUSG00000022156,Gzme,Gzme
ENSMUSG00000059256,Gzmd,Gzmd
ENSMUSG00000040284,Gzmg,Gzmg
ENSMUSG00000015443,Gzmn,Gzmn
ENSMUSG00000114303,Gm4022,Gm4022
ENSMUSG00000015441,Gzmf,Gzmf
ENSMUSG00000079186,Gzmc,Gzmc
ENSMUSG00000015437,Gzmb,Gzmb
ENSMUSG00000022229,Atp12a,Atp12a
ENSMUSG00000114345,Gm10873,Gm10873
ENSMUSG00000000365,Rnf17,Rnf17
ENSMUSG00000064128,Cenpj,Cenpj
ENSMUSG00000054509,Parp4,Parp4
ENSMUSG00000090038,Gm16573,Gm16573
ENSMUSG00000079184,Mphosph8,Mphosph8
ENSMUSG00000097743,Gm16973,Gm16973
ENSMUSG00000021938,Pspc1,Pspc1
ENSMUSG00000040123,Zmym5,Zmym5
ENSMUSG00000100017,2410022M11Rik,2410022M11Rik
ENSMUSG00000021945,Zmym2,Zmym2
ENSMUSG00000096144,B020004C17Rik,B020004C17Rik
ENSMUSG00000048582,Gja3,Gja3
ENSMUSG00000046352,Gjb2,Gjb2
ENSMUSG00000089840,Gm4491,Gm4491
ENSMUSG00000040055,Gjb6,Gjb6
ENSMUSG00000021947,Cryl1,Cryl1
ENSMUSG00000040040,Ift88,Ift88
ENSMUSG00000086486,Ift88os,Ift88os
ENSMUSG00000050222,Il17d,Il17d
ENSMUSG00000021951,Eef1akmt1,Eef1akmt1
ENSMUSG00000097933,1700039M10Rik,1700039M10Rik
ENSMUSG00000021952,Xpo4,Xpo4
ENSMUSG00000021959,Lats2,Lats2
ENSMUSG00000021963,Sap18,Sap18
ENSMUSG00000021965,Ska3,Ska3
ENSMUSG00000021967,Mrpl57,Mrpl57
ENSMUSG00000021969,Zdhhc20,Zdhhc20
ENSMUSG00000021973,Micu2,Micu2
ENSMUSG00000097303,3110083C13Rik,3110083C13Rik
ENSMUSG00000021974,Fgf9,Fgf9
ENSMUSG00000114690,Gm33321,Gm33321
ENSMUSG00000114486,Gm48447,Gm48447
ENSMUSG00000114441,Gm33472,Gm33472
ENSMUSG00000114720,Gm41162,Gm41162
ENSMUSG00000114289,Gm48453,Gm48453
ENSMUSG00000021977,1700129C05Rik,1700129C05Rik
ENSMUSG00000053868,Gm5142,Gm5142
ENSMUSG00000035469,Rcbtb1,Rcbtb1
ENSMUSG00000044703,Phf11a,Phf11a
ENSMUSG00000091649,Phf11b,Phf11b
ENSMUSG00000068245,Phf11d,Phf11d
ENSMUSG00000091144,Phf11c,Phf11c
ENSMUSG00000071350,Setdb2,Setdb2
ENSMUSG00000021981,Cab39l,Cab39l
ENSMUSG00000021982,Cdadc1,Cdadc1
ENSMUSG00000044461,Shisa2,Shisa2
ENSMUSG00000021983,Atp8a2,Atp8a2
ENSMUSG00000086112,4930563I02Rik,4930563I02Rik
ENSMUSG00000114797,Gm49336,Gm49336
ENSMUSG00000021987,Mtmr6,Mtmr6
ENSMUSG00000021986,Amer2,Amer2
ENSMUSG00000101797,Gm29266,Gm29266
ENSMUSG00000021990,Spata13,Spata13
ENSMUSG00000071347,C1qtnf9,C1qtnf9
ENSMUSG00000084951,Mipepos,Mipepos
ENSMUSG00000021993,Mipep,Mipep
ENSMUSG00000060548,Tnfrsf19,Tnfrsf19
ENSMUSG00000115627,Gm41168,Gm41168
ENSMUSG00000048279,Sacs,Sacs
ENSMUSG00000035296,Sgcg,Sgcg
ENSMUSG00000101505,1700109G14Rik,1700109G14Rik
ENSMUSG00000043157,Arl11,Arl11
ENSMUSG00000021928,Ebpl,Ebpl
ENSMUSG00000021929,Kpna3,Kpna3
ENSMUSG00000115656,4930556J02Rik,4930556J02Rik
ENSMUSG00000021930,Spryd7,Spryd7
ENSMUSG00000035235,Trim13,Trim13
ENSMUSG00000097589,Dleu2,Dleu2
ENSMUSG00000046168,Kcnrg,Kcnrg
ENSMUSG00000098183,Gm27010,Gm27010
ENSMUSG00000098088,Gm26916,Gm26916
ENSMUSG00000097997,Gm27017,Gm27017
ENSMUSG00000115531,Gm35419,Gm35419
ENSMUSG00000098096,Gm26969,Gm26969
ENSMUSG00000048281,Dleu7,Dleu7
ENSMUSG00000021932,Rnaseh2b,Rnaseh2b
ENSMUSG00000021933,Gucy1b2,Gucy1b2
ENSMUSG00000100486,Gm4131,Gm4131
ENSMUSG00000035184,Fam124a,Fam124a
ENSMUSG00000091155,Serpine3,Serpine3
ENSMUSG00000035161,Ints6,Ints6
ENSMUSG00000014547,Wdfy2,Wdfy2
ENSMUSG00000075574,Defb48,Defb48
ENSMUSG00000075573,Defb47,Defb47
ENSMUSG00000075572,Defb43,Defb43
ENSMUSG00000075571,Defb30,Defb30
ENSMUSG00000054763,Defb42,Defb42
ENSMUSG00000021939,Ctsb,Ctsb
ENSMUSG00000021273,Fdft1,Fdft1
ENSMUSG00000035121,Neil2,Neil2
ENSMUSG00000021944,Gata4,Gata4
ENSMUSG00000114898,Gm49390,Gm49390
ENSMUSG00000114892,Gm5463,Gm5463
ENSMUSG00000014453,Blk,Blk
ENSMUSG00000035095,Fam167a,Fam167a
ENSMUSG00000021953,Tdh,Tdh
ENSMUSG00000090374,Gm17232,Gm17232
ENSMUSG00000035078,Mtmr9,Mtmr9
ENSMUSG00000087652,Gm15918,Gm15918
ENSMUSG00000035067,Xkr6,Xkr6
ENSMUSG00000021958,Pinx1,Pinx1
ENSMUSG00000063060,Sox7,Sox7
ENSMUSG00000021961,4930578I06Rik,4930578I06Rik
ENSMUSG00000046049,Rp1l1,Rp1l1
ENSMUSG00000034623,Prss55,Prss55
ENSMUSG00000052099,Prss51,Prss51
ENSMUSG00000091686,4930471C04Rik,4930471C04Rik
ENSMUSG00000021966,Prss52,Prss52
ENSMUSG00000090785,Gm17116,Gm17116
ENSMUSG00000114284,9630015K15Rik,9630015K15Rik
ENSMUSG00000054733,Msra,Msra
ENSMUSG00000114680,Gm47202,Gm47202
ENSMUSG00000097545,Mir124a-1hg,Mir124a-1hg
ENSMUSG00000060012,Kif13b,Kif13b
ENSMUSG00000021972,Hmbox1,Hmbox1
ENSMUSG00000021975,Ints9,Ints9
ENSMUSG00000021978,Extl3,Extl3
ENSMUSG00000114658,Gm30008,Gm30008
ENSMUSG00000114693,Gm41177,Gm41177
ENSMUSG00000007989,Fzd3,Fzd3
ENSMUSG00000034532,Fbxo16,Fbxo16
ENSMUSG00000114209,Gm48433,Gm48433
ENSMUSG00000114357,Gm48449,Gm48449
ENSMUSG00000034522,Zfp395,Zfp395
ENSMUSG00000045731,Pnoc,Pnoc
ENSMUSG00000022031,Elp3,Elp3
ENSMUSG00000061356,Nuggc,Nuggc
ENSMUSG00000022032,Scara5,Scara5
ENSMUSG00000022033,Pbk,Pbk
ENSMUSG00000022034,Esco2,Esco2
ENSMUSG00000022035,Ccdc25,Ccdc25
ENSMUSG00000034463,Scara3,Scara3
ENSMUSG00000022037,Clu,Clu
ENSMUSG00000034450,Gulo,Gulo
ENSMUSG00000022039,Adam2,Adam2
ENSMUSG00000022040,Ephx2,Ephx2
ENSMUSG00000022041,Chrna2,Chrna2
ENSMUSG00000059456,Ptk2b,Ptk2b
ENSMUSG00000085984,1700001G11Rik,1700001G11Rik
ENSMUSG00000022043,Trim35,Trim35
ENSMUSG00000114618,Gm41183,Gm41183
ENSMUSG00000022044,Stmn4,Stmn4
ENSMUSG00000045875,Adra1a,Adra1a
ENSMUSG00000057913,Gm10032,Gm10032
ENSMUSG00000022048,Dpysl2,Dpysl2
ENSMUSG00000075553,Gm5464,Gm5464
ENSMUSG00000046204,Pnma2,Pnma2
ENSMUSG00000022051,Bnip3l,Bnip3l
ENSMUSG00000022052,Ppp2r2a,Ppp2r2a
ENSMUSG00000114697,Gm30806,Gm30806
ENSMUSG00000093744,Gm20675,Gm20675
ENSMUSG00000022053,Ebf2,Ebf2
ENSMUSG00000075549,Gm6878,Gm6878
ENSMUSG00000093386,1700120O09Rik,1700120O09Rik
ENSMUSG00000093472,4930438E09Rik,4930438E09Rik
ENSMUSG00000093634,Gm10860,Gm10860
ENSMUSG00000114744,Gm38409,Gm38409
ENSMUSG00000093726,Gm20667,Gm20667
ENSMUSG00000048922,Cdca2,Cdca2
ENSMUSG00000034327,Kctd9,Kctd9
ENSMUSG00000015812,Gnrh1,Gnrh1
ENSMUSG00000044447,Dock5,Dock5
ENSMUSG00000114621,Gm31107,Gm31107
ENSMUSG00000022054,Nefm,Nefm
ENSMUSG00000022055,Nefl,Nefl
ENSMUSG00000114925,Gm47212,Gm47212
ENSMUSG00000114396,Gm31227,Gm31227
ENSMUSG00000022056,Adam7,Adam7
ENSMUSG00000022057,Adamdec1,Adamdec1
ENSMUSG00000014725,Adam28,Adam28
ENSMUSG00000114833,Gm41192,Gm41192
ENSMUSG00000014813,Stc1,Stc1
ENSMUSG00000092499,1700092C10Rik,1700092C10Rik
ENSMUSG00000044186,Nkx2-6,Nkx2-6
ENSMUSG00000022061,Nkx3-1,Nkx3-1
ENSMUSG00000034248,Slc25a37,Slc25a37
ENSMUSG00000098248,Gm27222,Gm27222
ENSMUSG00000098255,Gm27223,Gm27223
ENSMUSG00000047977,Synb,Synb
ENSMUSG00000097511,Gm16677,Gm16677
ENSMUSG00000095463,Entpd4,Entpd4
ENSMUSG00000098270,Gm27221,Gm27221
ENSMUSG00000093954,Gm16867,Gm16867
ENSMUSG00000099315,Gm27175,Gm27175
ENSMUSG00000098773,Gm27179,Gm27179
ENSMUSG00000098784,Gm27174,Gm27174
ENSMUSG00000022066,Entpd4b,Entpd4b
ENSMUSG00000099027,Gm27176,Gm27176
ENSMUSG00000098975,Gm27177,Gm27177
ENSMUSG00000034205,Loxl2,Loxl2
ENSMUSG00000034194,R3hcc1,R3hcc1
ENSMUSG00000034190,Chmp7,Chmp7
ENSMUSG00000022074,Tnfrsf10b,Tnfrsf10b
ENSMUSG00000022075,Rhobtb2,Rhobtb2
ENSMUSG00000022085,Pebp4,Pebp4
ENSMUSG00000114446,Gm33524,Gm33524
ENSMUSG00000033730,Egr3,Egr3
ENSMUSG00000022089,Bin3,Bin3
ENSMUSG00000033712,Ccar2,Ccar2
ENSMUSG00000044551,9930012K11Rik,9930012K11Rik
ENSMUSG00000022090,Pdlim2,Pdlim2
ENSMUSG00000022091,Sorbs3,Sorbs3
ENSMUSG00000115186,Gm49417,Gm49417
ENSMUSG00000022092,Ppp3cc,Ppp3cc
ENSMUSG00000022094,Slc39a14,Slc39a14
ENSMUSG00000033644,Piwil2,Piwil2
ENSMUSG00000000776,Polr3d,Polr3d
ENSMUSG00000003469,Phyhip,Phyhip
ENSMUSG00000022098,Bmp1,Bmp1
ENSMUSG00000022097,Sftpc,Sftpc
ENSMUSG00000033595,Lgi3,Lgi3
ENSMUSG00000033589,Reep4,Reep4
ENSMUSG00000022096,Hr,Hr
ENSMUSG00000045211,Nudt18,Nudt18
ENSMUSG00000022095,Fam160b2,Fam160b2
ENSMUSG00000022099,Dmtn,Dmtn
ENSMUSG00000022101,Fgf17,Fgf17
ENSMUSG00000047911,Npm2,Npm2
ENSMUSG00000022100,Xpo7,Xpo7
ENSMUSG00000022102,Dok2,Dok2
ENSMUSG00000099528,2410012E07Rik,2410012E07Rik
ENSMUSG00000022103,Gfra2,Gfra2
ENSMUSG00000115671,Gm49289,Gm49289
ENSMUSG00000115139,Gm4251,Gm4251
ENSMUSG00000115286,4930429C20Rik,4930429C20Rik
ENSMUSG00000115304,4930434J06Rik,4930434J06Rik
ENSMUSG00000109446,Gm9195,Gm9195
ENSMUSG00000033487,Fndc3a,Fndc3a
ENSMUSG00000090216,Gm16549,Gm16549
ENSMUSG00000115494,Gm49293,Gm49293
ENSMUSG00000115532,Gm41206,Gm41206
ENSMUSG00000033470,Cysltr2,Cysltr2
ENSMUSG00000022106,Rcbtb2,Rcbtb2
ENSMUSG00000090706,Gm17233,Gm17233
ENSMUSG00000022105,Rb1,Rb1
ENSMUSG00000033446,Lpar6,Lpar6
ENSMUSG00000022108,Itm2b,Itm2b
ENSMUSG00000022109,Med4,Med4
ENSMUSG00000033405,Nudt15,Nudt15
ENSMUSG00000022110,Sucla2,Sucla2
ENSMUSG00000096463,Gm21750,Gm21750
ENSMUSG00000115088,Gm49165,Gm49165
ENSMUSG00000115289,Gm49164,Gm49164
ENSMUSG00000115704,Gm49171,Gm49171
ENSMUSG00000115845,4933402J15Rik,4933402J15Rik
ENSMUSG00000115449,Gm49175,Gm49175
ENSMUSG00000034997,Htr2a,Htr2a
ENSMUSG00000021996,Esd,Esd
ENSMUSG00000068015,Lrch1,Lrch1
ENSMUSG00000115002,Gm10847,Gm10847
ENSMUSG00000115019,Gm4278,Gm4278
ENSMUSG00000034959,Rubcnl,Rubcnl
ENSMUSG00000021997,Lrrc63,Lrrc63
ENSMUSG00000021998,Lcp1,Lcp1
ENSMUSG00000089733,Gm15628,Gm15628
ENSMUSG00000090054,Gm15629,Gm15629
ENSMUSG00000021999,Cpb2,Cpb2
ENSMUSG00000022000,Zc3h13,Zc3h13
ENSMUSG00000115615,Gm49200,Gm49200
ENSMUSG00000091722,Siah3,Siah3
ENSMUSG00000034913,Spert,Spert
ENSMUSG00000022002,Erich6b,Erich6b
ENSMUSG00000034893,Cog3,Cog3
ENSMUSG00000022003,Slc25a30,Slc25a30
ENSMUSG00000085829,Gm4285,Gm4285
ENSMUSG00000060126,Tpt1,Tpt1
ENSMUSG00000067995,Gtf2f2,Gtf2f2
ENSMUSG00000046523,Kctd4,Kctd4
ENSMUSG00000022008,Gpalpp1,Gpalpp1
ENSMUSG00000022009,Nufip1,Nufip1
ENSMUSG00000115625,2900040C04Rik,2900040C04Rik
ENSMUSG00000022010,Tsc22d1,Tsc22d1
ENSMUSG00000115092,E130202H07Rik,E130202H07Rik
ENSMUSG00000052584,Serp2,Serp2
ENSMUSG00000101009,1700108F19Rik,1700108F19Rik
ENSMUSG00000115709,4930431P22Rik,4930431P22Rik
ENSMUSG00000115817,Gm30246,Gm30246
ENSMUSG00000115353,Gm48968,Gm48968
ENSMUSG00000115596,Gm48969,Gm48969
ENSMUSG00000044350,Lacc1,Lacc1
ENSMUSG00000034795,Ccdc122,Ccdc122
ENSMUSG00000022012,Enox1,Enox1
ENSMUSG00000115244,Gm49002,Gm49002
ENSMUSG00000067973,Gm6994,Gm6994
ENSMUSG00000115363,Gm49003,Gm49003
ENSMUSG00000115257,Gm30467,Gm30467
ENSMUSG00000075512,Gm1587,Gm1587
ENSMUSG00000022013,Dnajc15,Dnajc15
ENSMUSG00000022014,Epsti1,Epsti1
ENSMUSG00000115517,Gm48954,Gm48954
ENSMUSG00000092272,Gm19301,Gm19301
ENSMUSG00000045655,Fam216b,Fam216b
ENSMUSG00000022015,Tnfsf11,Tnfsf11
ENSMUSG00000022016,Akap11,Akap11
ENSMUSG00000034731,Dgkh,Dgkh
ENSMUSG00000058997,Vwa8,Vwa8
ENSMUSG00000115090,Gm49016,Gm49016
ENSMUSG00000115167,Gm49015,Gm49015
ENSMUSG00000115111,Gm4632,Gm4632
ENSMUSG00000071262,Zfp957,Zfp957
ENSMUSG00000022018,Rgcc,Rgcc
ENSMUSG00000022020,Naa16,Naa16
ENSMUSG00000022022,Mtrf1,Mtrf1
ENSMUSG00000043881,Kbtbd7,Kbtbd7
ENSMUSG00000075502,Kbtbd6,Kbtbd6
ENSMUSG00000022023,Wbp4,Wbp4
